county_name,State,county formatted,crime_rate_per_100000,PCTPOVALL_2020,diversity index,noaa/temp-jan,noaa/temp-apr,noaa/temp-jul,noaa/temp-oct,temp_avg,edu/some-college,bls/2020/unemployed,life-expectancy,population/2019,avg_income,poverty-rate,Unemployment_rate,cost-of-living/living_wage,cost-of-living/food_costs,cost-of-living/medical_costs,cost-of-living/housing_costs,cost-of-living/tax_costs,cost_sum,p_cost,p_temperature,p_life,p_edu,p_safe,p_wealth,p_employment
"Autauga County, AL", AL,Autauga County AL,251.6019259,11.2,0.388898,43.1,61.4,79.6,62.7,61.7,28.4,1262,75.67,55869,41618,12.1,3.3,13.58,3177,2889,6996,5395,18470.58,37,20,79,67,37,51,78
"Avery County, NC", NC,Avery County NC,135.4937052,15.8,0.196666,29.5,47.7,66.7,50.3,48.55,32.7,462,77.58,17557,36574,16.4,3.4,13.45,3177,2728,6744,5525,18187.45,45,74,55,35,67,75,75
"Avoyelles Parish, LA", LA,Avoyelles Parish LA,777.2585293,21.6,0.476636,48.9,66.8,82.4,67.7,66.45,26.7,1202,74.03,40144,37911,24.4,8.6,12.81,3177,3042,5592,5033,16856.81,80,6,93,78,2,69,4
"Baca County, CO", CO,Baca County CO,135.7957632,16.9,0.241141,32.9,52.3,76.7,54.6,54.125,36.8,50,77.95,3581,40968,19.3,4.7,13.81,3792,2810,7272,5335,19222.81,28,50,49,12,67,54,41
"Bacon County, GA", GA,Bacon County GA,392.296719,21.1,0.408091,50.7,66.2,82,68.4,66.825,29.2,227,72.91,11164,33080,19.2,4,13.54,3177,2713,6672,5810,18385.54,39,5,97,62,17,88,61
"Bailey County, TX", TX,Bailey County TX,140.5678943,14.4,0.491621,37.1,56.2,77,57.8,57.025,24.6,117,78.22,7000,42507,15.9,4.6,12.34,3177,2760,6348,3580,15877.34,93,37,45,88,65,47,44
"Baker County, FL", FL,Baker County FL,236.922963,12.8,0.307153,51.5,65.4,80.7,68.8,66.6,29.9,580,75.25,29210,32313,14.9,4,12.31,3177,2792,6264,3572,15817.31,95,5,83,57,40,91,61
"Baker County, GA", GA,Baker County GA,209.5181084,23.7,0.554672,48.4,64.9,81.2,66.8,65.325,29.8,69,77.97,3038,38666,24.8,5.3,13.87,3177,2713,7212,5945,19060.87,29,9,49,58,46,65,29
"Baker County, OR", OR,Baker County OR,6.242976651,14.5,0.153252,26.3,46.7,69.8,47.7,47.625,36.2,522,78.29,16124,40699,13.6,4.2,13.8,3792,2395,6192,6818,19210.8,28,78,44,15,99,55,56
"Baldwin County, AL", AL,Baldwin County AL,228.086325,8.9,0.297942,49.5,65.4,81.1,67.6,65.9,31.3,5425,78.08,223234,45596,10.1,3.3,14.73,3177,2889,8928,5846,20854.73,14,7,47,45,42,34,78
"Baldwin County, GA", GA,Baldwin County GA,501.7485176,22.6,0.539025,44.6,62,81.3,64,62.975,27.5,1219,76.09,44890,33203,22.9,3.6,13.9,3177,2713,7260,5957,19120.9,29,16,75,73,9,88,71
"Ballard County, KY", KY,Ballard County KY,120.0192031,14.2,0.126114,36.5,59.5,79.2,59.9,58.775,34.8,222,75.74,7888,37939,15.5,5.4,13.17,3177,3022,5808,5596,17616.17,57,30,78,21,71,69,28
"Baltimore city, MD", MD,Baltimore City MD,1419.537569,20,0.516013,35.8,56.7,79.5,59.4,57.85,24.2,24705,72.14,593490,51357,20.4,4.4,15.84,3177,3001,10764,6215,23172.84,7,34,98,89,0,18,49
"Baltimore County, MD", MD,Baltimore County MD,508.0101821,8.9,0.552251,33.2,54.7,76.4,56.4,55.175,26.4,30432,79.52,827370,61556,8.9,4.1,15.84,3177,3001,10764,6215,23172.84,7,45,24,80,9,6,58
"Bamberg County, SC", SC,Bamberg County SC,699.9351912,21,0.495821,47.3,64.6,81.8,65.3,64.75,29,438,74.77,14066,32858,24.2,5.9,13.56,3177,2662,6168,6399,18419.56,39,10,88,63,2,89,21
"Bandera County, TX", TX,Bandera County TX,111.6450658,11,0.334101,48.4,65.5,81.1,67.2,65.55,34.2,574,79.9,23112,43459,12.9,5,13.5,3177,2760,8424,3917,18291.5,41,8,18,24,74,43,34
"Banks County, GA", GA,Banks County GA,298.6695629,11.6,0.210037,40.7,59,77.8,60.5,59.5,24.5,419,77.4,19234,36276,12.8,3.5,13.65,3177,2713,6840,5852,18595.65,35,28,58,88,28,76,73
"Banner County, NE", NE,Banner County NE,98.81473579,10.1,0.108764,27.8,44.7,71.5,46.8,47.7,48.1,10,81.42,745,58252,11.3,3.7,12.89,3246,2783,5460,5385,16886.89,78,77,4,0,77,9,68
"Bannock County, ID", ID,Bannock County ID,235.4382635,12.2,0.25951,24.3,45.9,70.8,47.9,47.225,38.2,2065,77.86,87808,38160,13.5,3.6,13.47,3792,2470,6024,6229,18528.47,37,79,51,7,41,67,71
"Baraga County, MI", MI,Baraga County MI,161.0120759,12.7,0.433451,12.2,38.3,64.7,43.3,39.625,32.8,370,78.01,8209,33519,13.7,5,12.94,3246,2594,6240,4899,16991.94,75,98,48,34,59,87,34
"Barber County, KS", KS,Barber County KS,282.9997979,12,0.120558,34,57,81.5,58.8,57.825,36.7,78,77.63,4427,42497,13.6,3.2,13.16,3246,2543,6288,5364,17454.16,60,34,54,12,31,47,80
"Barbour County, AL", AL,Barbour County AL,177.2787709,25.5,0.556605,46.7,63.9,81.2,65.7,64.375,26,605,75.42,24686,35199,27.1,3.4,12.83,3177,2889,5724,5097,16899.83,77,11,82,82,54,80,75
"Barbour County, WV", WV,Barbour County WV,262.3732856,20.8,0.074172,30,50.3,71.7,53,51.25,22.4,606,76.08,16441,32290,18.4,3.5,13.25,3177,2662,6612,5310,17774.25,53,62,75,94,35,91,73
"Barnes County, ND", ND,Barnes County ND,107.2386059,9.9,0.121141,8.2,41.7,69.1,43.9,40.725,31.4,200,79.88,10415,55784,9.9,3.2,12.65,3246,2632,6504,3992,16386.65,88,96,19,44,75,11,80
"Barnstable County, MA", MA,Barnstable County MA,421.4149495,7.7,0.157351,30.6,45.7,70.5,53.5,50.075,28.3,11055,80.75,212990,74756,6.5,3.9,15.47,3690,3048,11832,4488,23073.47,7,68,9,68,14,2,64
"Barnwell County, SC", SC,Barnwell County SC,953.9310095,21.6,0.538596,45.4,63,80.3,64.1,63.2,31.9,587,73.94,20866,33363,24.9,5.4,13.55,3177,2662,6156,6396,18404.55,39,15,94,41,0,87,28
"Barren County, KY", KY,Barren County KY,116.2061031,17.3,0.169107,36.1,58.2,78.4,60.2,58.225,24.7,1366,76.33,44249,36633,20.1,6.6,13.07,3177,3022,5640,5555,17407.07,63,32,72,87,73,74,13
"Barron County, WI", WI,Barron County WI,100.7093441,10,0.113589,10.8,43.4,69.5,45.4,42.275,33.5,1460,79.58,45244,49431,8.9,4.7,13.79,3246,2754,6648,6094,18755.79,34,94,23,29,77,23,41
"Barrow County, GA", GA,Barrow County GA,460.4425287,10.1,0.428644,42.1,59.8,78.9,61.7,60.625,31.4,2055,76.4,83240,36898,9.7,5.8,16.72,3177,2713,11952,7126,24984.72,3,24,71,44,11,73,22
"Barry County, MI", MI,Barry County MI,155.6762611,7.6,0.09853,22.8,45.8,70.2,49.2,47,33.8,2317,79.35,61550,44919,7.8,4.3,13.69,3246,2594,7512,5182,18547.69,36,80,26,27,60,37,52
"Barry County, MO", MO,Barry County MO,281.119982,16,0.226629,33,55,76.5,57,55.375,27.7,1019,76.95,35789,34540,18.6,5.6,13.11,3246,2681,5736,5665,17341.11,65,44,64,72,31,83,24
"Bartholomew County, IN", IN,Bartholomew County IN,168.369206,9.1,0.270124,29.1,53.2,75.7,54.9,53.225,26.3,2827,77.8,83779,49922,11.2,4.6,14.38,3246,2848,8688,5189,19985.38,20,54,51,80,56,22,44
"Barton County, KS", KS,Barton County KS,425.3153513,12.7,0.300496,32,54.8,80.2,57.4,56.1,36.6,634,78.66,25779,48036,13.4,4.5,13.27,3246,2543,6468,5405,17675.27,56,41,38,13,14,27,46
"Barton County, MO", MO,Barton County MO,219.9592668,16.6,0.128048,32.7,56,78.4,58,56.275,26.2,256,77.97,11754,35884,15,4.2,12.73,3246,2681,5112,5509,16560.73,86,40,49,80,44,77,56
"Bartow County, GA", GA,Bartow County GA,407.8085966,10.2,0.357673,40.9,59.9,78.9,61.2,60.225,31.6,3107,76.13,107738,38298,12.5,3.3,16.72,3177,2713,11952,7126,24984.72,3,25,74,43,15,67,78
"Bastrop County, TX", TX,Bastrop County TX,336.3006924,10.8,0.564482,49.7,67.6,83.6,69.4,67.575,30.9,2557,77.47,88723,36561,14,3.1,15.42,3177,2760,11856,4473,22281.42,9,4,57,48,23,75,82
"Bates County, MO", MO,Bates County MO,308.1570997,14.8,0.098588,29.7,54.6,79,57.4,55.175,27.1,407,76.84,16172,38864,16.9,4.3,13.16,3246,2681,5820,5686,17446.16,62,45,65,75,27,64,52
"Bath County, KY", KY,Bath County KY,8.360504975,22.5,0.081714,33.9,55.9,76.6,57.5,55.975,21.2,379,74.56,12500,30496,19.4,4.8,13.07,3177,3022,5628,5552,17392.07,64,41,89,96,99,95,39
"Bath County, VA", VA,Bath County VA,43.32755633,11.2,0.14528,30,50.9,70.8,52,50.925,31.5,227,77.3,4147,61628,9.9,7.2,13.06,3177,2866,5916,5405,17377.06,64,64,59,44,93,6,9
"Baxter County, AR", AR,Baxter County AR,119.6376688,14.4,0.091101,36.4,58.4,79,59.6,58.35,34.5,981,76.94,41932,37106,12.7,5.3,13.18,3177,2633,5736,6062,17621.18,57,32,64,23,71,72,29
"Bay County, FL", FL,Bay County FL,497.1797905,12.4,0.371522,52.8,67.6,82.8,71,68.55,35.9,5017,76.52,174705,43231,12.1,4.8,13.74,3177,2792,8820,3986,18788.74,33,3,70,16,9,43,39
"Bay County, MI", MI,Bay County MI,302.343867,12.7,0.174189,21.2,44.6,70.7,49,46.375,36.6,4564,78.37,103126,41722,13.4,4,12.65,3246,2594,5736,4787,16375.65,89,82,42,13,28,51,61
"Bayfield County, WI", WI,Bayfield County WI,125.3628926,11,0.25931,12.4,40,66.7,45,41.025,34.8,688,79.91,15036,48542,10.3,3.9,13.62,3246,2754,6360,6021,18394.62,39,96,18,21,70,25,64
"Baylor County, TX", TX,Baylor County TX,166.0210293,15.3,0.291266,41.4,62.6,84.6,64.8,63.35,27.7,62,76.33,3509,41704,15.9,4.1,12.34,3177,2760,6348,3580,15877.34,93,15,72,72,57,51,58
"Beadle County, SD", SD,Beadle County SD,237.8318584,12.6,0.320296,16.7,46.5,73.7,47.9,46.2,29.8,361,79.39,18453,49246,12.9,7.7,12.72,3246,2831,6756,3692,16537.72,87,83,26,58,40,23,6
"Bear Lake County, ID", ID,Bear Lake County ID,84.13259297,9.5,0.121925,18,40.8,66.4,43.4,42.15,36.2,129,78.65,6125,38493,11.8,4.4,13.65,3792,2470,6312,6307,18894.65,32,95,38,15,82,66,49
"Beaufort County, NC", NC,Beaufort County NC,351.8456093,18.1,0.495151,43.4,61.1,80.4,63.6,62.125,34.6,1228,76.37,46994,41643,17.6,3.9,13.34,3177,2728,6564,5481,17963.34,48,19,72,22,21,51,64
"Beaufort County, SC", SC,Beaufort County SC,536.5518686,9.6,0.501455,49,65.1,82,67.4,65.875,29.3,4166,81.57,192122,56711,10.2,4.4,16.11,3177,2662,10368,7512,23735.11,6,7,3,61,8,10,49
"Beauregard Parish, LA", LA,Beauregard Parish LA,182.4867974,14.5,0.348191,49.3,66.6,82.2,67.9,66.5,29.5,961,75.09,37497,42782,14.3,4,13.79,3177,3042,7272,5400,18904.79,31,5,85,60,53,45,61
"Beaver County, OK", OK,Beaver County OK,197.6284585,11,0.39999,33.9,55.5,80.3,57.6,56.825,29,69,78.63,5311,49106,10.6,3.7,13.13,3177,2646,6228,5452,17516.13,59,38,38,63,48,24,68
"Beaver County, PA", PA,Beaver County PA,319.1958381,9.1,0.183684,29.6,51.4,72.9,54.2,52.025,31.6,8518,78.39,163929,48763,11.7,4.9,13.11,3690,2729,7932,3804,18168.11,45,59,42,43,25,25,37
"Beaver County, UT", UT,Beaver County UT,170.3050008,7.7,0.248834,28.3,47.1,72.9,50.2,49.625,35.3,112,76.89,6710,33739,8.9,3.9,13.07,3792,2694,6036,5150,17685.07,55,70,65,19,56,86,64
"Beaverhead County, MT", MT,Beaverhead County MT,74.93844342,13.3,0.157048,18.6,37.9,61.2,40.1,39.45,30.9,203,79.97,9453,44664,14.5,6.2,13.66,3792,2450,6204,6470,18929.66,31,98,18,48,85,38,17
"Becker County, MN", MN,Becker County MN,81.24943577,11.4,0.239118,7.4,42.3,69.6,44.3,40.9,36.6,1173,79.01,34423,47272,10.2,3.1,13.56,3246,2696,5976,6341,18272.56,42,96,32,13,83,29,82
"Beckham County, OK", OK,Beckham County OK,160.7649025,18.8,0.393611,36.8,57.8,80.7,60,58.825,32.5,760,73.72,21859,37948,20.8,3.3,13.24,3177,2646,6420,5498,17754.24,53,30,95,36,59,69,78
"Bedford County, PA", PA,Bedford County PA,250.7389665,11,0.056908,27.2,48.5,70.8,50.7,49.3,21.9,2133,79.25,47888,42889,10.4,4.2,12.51,3690,2729,6852,3629,16912.51,77,71,28,95,37,45,56
"Bedford County, TN", TN,Bedford County TN,383.4339121,13,0.372174,38.4,58.8,78.6,60.1,58.975,24,1663,75.35,49713,37266,13.9,3.7,12.78,3177,2813,7080,3708,16790.78,82,29,82,90,17,72,68
"Bedford County, VA", VA,Bedford County VA,55.85392052,6.8,0.19302,35.7,55.9,75.8,56.9,56.075,30.6,1937,79.27,78997,46707,8.6,4.4,14.03,3177,2866,7560,5789,19406.03,26,41,28,51,90,31,49
"Bee County, TX", TX,Bee County TX,182.9324065,23.1,0.553516,55.8,71.6,85.2,74,71.65,32.3,974,77.87,32565,28457,24,4.9,13.08,3177,2760,7680,3796,17426.08,62,1,50,38,53,97,37
"Belknap County, NH", NH,Belknap County NH,207.7136543,7.4,0.094976,20.2,44.8,71.1,49.6,46.425,31.2,2157,79.68,61303,61091,8.6,5,13.43,3690,2935,8292,3895,18825.43,33,82,21,46,46,6,34
"Bell County, KY", KY,Bell County KY,139.8601399,29.8,0.104157,35.1,55.3,75.3,56.4,55.525,22,642,72.72,26032,29612,30.3,6.1,12.92,3177,3022,5376,5490,17077.92,71,44,98,95,65,96,18
"Bell County, TX", TX,Bell County TX,402.9457568,14.7,0.653821,48.2,66.6,83.6,68.3,66.675,39.9,10099,77.91,362924,42773,13.8,4.9,12.86,3177,2760,7284,3732,16965.86,76,5,50,3,16,46,37
"Belmont County, OH", OH,Belmont County OH,47.43355709,12.7,0.127553,27.4,50.2,72.3,52.9,50.7,31.1,2918,77.54,67006,42429,11.6,2.9,13.35,3246,2720,6792,5070,17841.35,52,65,56,47,92,47,86
"Beltrami County, MN", MN,Beltrami County MN,240.8583315,12.1,0.413556,6,40.2,67.4,42.7,39.075,35.2,1559,78.41,47188,41565,16.3,4,13.7,3246,2696,6216,6405,18576.7,36,98,41,19,40,51,61
"Ben Hill County, GA", GA,Ben Hill County GA,508.1358835,22.3,0.549835,48,64.8,82.1,66.9,65.45,27,377,73.59,16700,31436,22.8,5,13.4,3177,2713,6432,5750,18085.4,46,8,95,76,9,93,34
"Benewah County, ID", ID,Benewah County ID,276.42636,12.5,0.274214,30,45.7,66.8,46.4,47.225,33.9,310,76.77,9298,37383,15.4,4,14.04,3792,2470,6948,6479,19703.04,23,79,67,26,32,71,61
"Bennett County, SD", SD,Bennett County SD,260.7184241,28.3,0.531492,22.8,44.8,71.6,46.9,46.525,31.7,54,74.69,3365,29462,31.6,6.1,12.21,3246,2831,5844,3544,15477.21,97,82,88,43,35,96,18
"Bennington County, VT", VT,Bennington County VT,155.4870564,10.4,0.094951,19.9,43.6,67.2,46.8,44.375,25.9,1128,79.49,35470,54458,10,8.1,14.33,3690,2760,9036,5218,20718.33,15,89,24,82,60,13,5
"Benson County, ND", ND,Benson County ND,43.62367311,24.2,0.526149,6.8,39.8,67.8,42,39.1,40.7,157,74.36,6832,34482,23.3,7,13.11,3246,2632,7308,4135,17334.11,66,98,91,2,93,83,10
"Bent County, CO", CO,Bent County CO,246.1322082,26.6,0.547807,30.6,53.3,78.4,54.3,54.15,24.6,80,76.78,5577,27574,34.4,6.9,13.72,3792,2810,7128,5302,19045.72,30,50,67,88,38,98,10
"Benton County, AR", AR,Benton County AR,267.1757334,9.1,0.404968,35.5,57.4,78,58.4,57.325,26.1,6231,79.39,279141,88890,8.9,5.7,13.94,3177,2633,7008,6379,19210.94,28,36,26,81,34,1,23
"Benton County, IA", IA,Benton County IA,50.5856259,7.5,0.058812,19.4,49.4,73.2,50.8,48.2,35,652,81.15,25645,53994,7.8,12.5,13.35,3246,2791,5640,6160,17850.35,52,76,6,20,91,13,0
"Benton County, IN", IN,Benton County IN,136.8769248,10.7,0.137566,23.1,49.5,72.5,51.9,49.25,30.9,221,78.41,8748,42775,8.7,6.4,13.65,3246,2848,7440,4927,18474.65,37,72,41,48,66,45,15
"Benton County, MN", MN,Benton County MN,142.8061407,6.9,0.135673,10.2,42.6,70.1,45.3,42.05,38.3,1465,79.49,40889,43830,8.6,7.6,14.34,3246,2696,7260,6682,19898.34,21,95,24,7,64,41,7
"Benton County, MO", MO,Benton County MO,443.6932178,16.8,0.083631,29.6,54.4,78.2,56.8,54.75,31.2,526,76.58,19443,35973,16.7,5.7,13.11,3246,2681,5736,5665,17341.11,65,47,69,46,12,77,23
"Benton County, MS", MS,Benton County MS,184.450834,19.8,0.50471,38.7,59.7,79.1,60.7,59.55,27.7,250,74.64,8259,30285,20.7,9.2,12.9,3177,2724,5904,5236,17053.9,73,27,89,72,52,95,2
"Benton County, OR", OR,Benton County OR,110.8660253,15.7,0.311324,40.4,49.8,66.2,53,52.35,28.5,2612,82.08,93053,47019,16.5,6.9,16.44,3792,2395,10428,8080,24711.44,4,57,1,66,74,30,10
"Benton County, TN", TN,Benton County TN,251.6881522,16.9,0.128248,37.6,59.2,78.9,59.9,58.9,23.7,549,73.36,16160,33661,17.6,6.2,12.12,3177,2813,5904,3517,15423.12,98,30,96,91,37,86,17
"Benton County, WA", WA,Benton County WA,222.7811324,9.1,0.426929,35.2,53.3,74.6,53.4,54.125,34.8,8461,79.96,204390,47465,10.6,17.3,13.49,3792,2206,8640,3914,18565.49,36,50,18,21,43,28,0
"Benzie County, MI", MI,Benzie County MI,74.59260959,9.5,0.113538,23.2,43.8,68.6,49,46.15,31.8,817,79.66,17766,43557,9.6,5.9,13.08,3246,2594,6468,4950,17271.08,67,83,22,41,85,42,21
"Bergen County, NJ", NJ,Bergen County NJ,93.26422631,6.4,0.581402,30.9,52.3,76.8,56,54,20.5,45703,82.47,932202,85951,5.7,10,17.57,3690,2864,13812,7058,27441.57,2,51,1,97,80,1,1
"Berkeley County, SC", SC,Berkeley County SC,381.9193898,11.1,0.520264,46.3,63.5,82.1,65.2,64.275,34.9,5874,77.76,227907,40415,10.7,9.6,16.43,3177,2662,10884,7649,24388.43,4,12,52,21,18,57,2
"Berkeley County, WV", WV,Berkeley County WV,242.85688,10,0.264588,31,52.1,74.7,54,52.95,30.2,3628,76.39,119171,41201,11,7.6,14.62,3177,2662,8928,5834,20615.62,15,55,72,54,39,53,7
"Berks County, PA", PA,Berks County PA,331.7848429,10.9,0.399805,29.1,50.8,74.3,53.6,51.95,25.1,20043,79.61,421164,49945,10.2,5.9,12.69,3690,2729,7188,3683,17302.69,67,59,23,86,23,22,21
"Berkshire County, MA", MA,Berkshire County MA,333.371918,10,0.186906,20.8,44.2,68.1,47.5,45.15,28.4,5629,80.12,124944,56503,11.2,8.9,14.25,3690,3048,9662,4136,20550.25,16,87,15,67,23,10,3
"Bernalillo County, NM", NM,Bernalillo County NM,738.4818924,15.3,0.591041,35.6,54.4,76.1,55.6,55.425,31.3,26825,78.7,679121,44057,15.5,8.8,13.87,3792,2982,6852,5718,19357.87,26,44,37,45,2,40,3
"Berrien County, GA", GA,Berrien County GA,194.2461151,18.9,0.307629,50.7,65.6,80.6,67.7,66.15,25.2,428,75.18,19397,31535,20.1,4.5,13.09,3177,2713,5916,5622,17441.09,62,6,84,85,49,93,46
"Berrien County, MI", MI,Berrien County MI,432.2005514,15.1,0.401358,26.2,49.4,73.4,53.3,50.575,33.8,6289,77.66,153401,47430,15.9,8,13.32,3246,2594,6888,5043,17784.32,53,66,53,27,13,28,5
"Bertie County, NC", NC,Bertie County NC,152.3790798,22.8,0.49686,40.4,59.5,78.5,60.7,59.775,26.6,486,75.52,18947,34766,24.2,6.2,13.53,3177,2728,6876,5557,18351.53,40,27,81,78,61,82,17
"Bethel Census Area, AK", AK,Bethel Census Area AK,275.9319743,25.3,0.315556,6.6,26.9,56.1,30.3,29.975,22.6,805,74.29,18386,43500,23.5,10.4,17.28,3792,2814,14808,5013,26444.28,2,99,91,94,32,43,1
"Bexar County, TX", TX,Bexar County TX,431.0605685,15,0.555597,51.9,69.4,84.1,71,69.1,30.8,71110,78.65,2003554,46058,15.2,7.1,13.5,3177,2760,8424,3917,18291.5,41,2,38,49,13,33,9
"Bibb County, AL", AL,Bibb County AL,217.6616915,17.8,0.3941,42.7,60.7,79,62.3,61.175,23.8,573,73.97,22394,30254,20.3,6.8,15.16,3177,2889,9648,6015,21744.16,10,22,94,91,44,95,11
"Bibb County, GA", GA,Bibb County GA,524.1693112,28,0.546816,46.3,63.4,81.8,64.9,64.1,30.1,5050,73.78,153159,41709,23.2,8.3,13.16,3177,2713,6024,5649,17576.16,58,12,95,55,8,51,4
"Bienville Parish, LA", LA,Bienville Parish LA,386.2384665,22.8,0.523297,45.8,64,81.6,65,64.1,26.7,418,73.9,13241,38493,24.4,6,13.58,3177,3042,6912,5321,18465.58,38,12,94,78,17,66,19
"Big Horn County, MT", MT,Big Horn County MT,214.6909983,28.9,0.488617,24.6,46.3,71.7,47.3,47.475,36.2,357,73.62,13319,30533,26.1,5.6,14.25,3792,2450,7176,6726,20158.25,18,78,95,15,45,95,24
"Big Horn County, WY", WY,Big Horn County WY,125.0625313,11.5,0.226043,17.9,45.8,72,45.7,45.35,41.6,269,77.76,11790,36903,12.1,6,12.45,3792,2570,6408,3611,16393.45,88,86,52,1,70,73,19
"Big Stone County, MN", MN,Big Stone County MN,140.8936478,10.9,0.058801,11.9,45.1,71.5,46.8,43.825,32.3,119,79.89,4991,57221,11,5,13.36,3246,2696,5652,6255,17862.36,51,91,18,38,65,9,34
"Billings County, ND", ND,Billings County ND,131.7706338,10,0.06643,16.3,43.7,70.9,44.8,43.925,30.2,16,84.04,928,74682,9.7,9.5,12.77,3246,2632,6720,4030,16640.77,84,91,0,54,68,2,2
"Bingham County, ID", ID,Bingham County ID,147.9355266,11.1,0.405175,22.6,45,68.8,46.2,45.65,36.6,916,78.65,46811,36335,11.1,7.3,13.82,3792,2470,6588,6382,19245.82,28,85,38,13,63,75,8
"Black Hawk County, IA", IA,Black Hawk County IA,430.0393826,12.2,0.297434,18.5,48.9,73.6,50.3,47.825,31.8,4145,79.42,131228,44764,13.7,7,13.69,3246,2791,6204,6305,18559.69,36,77,25,41,14,37,10
"Blackford County, IN", IN,Blackford County IN,80.12178511,13.4,0.074113,25.4,50.7,73.7,53.4,50.8,26.4,384,76.81,11758,37677,12.8,7.2,12.82,3246,2848,6000,4625,16731.82,83,65,66,80,84,70,9
"Bladen County, NC", NC,Bladen County NC,361.6221336,21.6,0.573888,42.7,60.7,79.4,62.3,61.275,32.1,1046,74.56,32722,34306,21.2,7.4,13.05,3177,2728,6072,5359,17349.05,64,22,89,39,20,84,8
"Blaine County, ID", ID,Blaine County ID,328.1916639,6.9,0.356945,19.8,41.4,65.9,44.2,42.825,27.8,987,82.99,23021,113780,7.2,6.5,14.77,3792,2470,8148,6805,21229.77,13,93,0,71,24,0,14
"Blaine County, MT", MT,Blaine County MT,287.7044216,20.9,0.531525,18.3,44.1,67.8,44.2,43.6,39.7,109,76.35,6681,31263,21.3,5,13.48,3792,2450,5904,6391,18550.48,36,92,72,4,30,93,34
"Blaine County, NE", NE,Blaine County NE,98.81473579,13.3,0.023784,23.8,46.8,73.9,49,48.375,41,9,79.78,465,45788,15.9,8.7,12.89,3246,2783,5460,5385,16886.89,78,75,20,2,77,34,3
"Blaine County, OK", OK,Blaine County OK,236.6255144,14.5,0.412397,36.2,57.8,81.9,60.1,59,30.2,261,75.24,9429,41493,14.9,5.2,13.07,3177,2646,6132,5430,17398.07,63,29,83,54,41,52,31
"Blair County, PA", PA,Blair County PA,254.1286002,11.6,0.093045,26.2,48.4,70.9,51,49.125,25.1,5152,78.08,121829,46743,14.9,4.6,12.44,3690,2729,6732,3609,16772.44,82,72,47,86,37,30,44
"Blanco County, TX", TX,Blanco County TX,186.5149678,9.8,0.366097,47.8,65.6,82.1,67.2,65.675,33.3,251,79.47,11931,51968,8.6,5.8,12.89,3177,2760,7332,3740,17021.89,75,7,25,30,51,17,22
"Bland County, VA", VA,Bland County VA,14.84780995,12.1,0.101856,30.9,49.7,69.7,51.6,50.475,32,158,75.79,6280,37321,13.4,4.7,12.98,3177,2866,5784,5374,17213.98,68,66,78,40,99,71,41
"Bleckley County, GA", GA,Bleckley County GA,156.6048078,18.5,0.451218,45.6,63,80.8,64.8,63.55,28.9,292,75.79,12873,33672,18.5,6.9,13.23,3177,2713,6156,5682,17741.23,54,14,78,64,60,86,10
"Bledsoe County, TN", TN,Bledsoe County TN,85.66311035,20.8,0.149502,38.3,58,76.6,58.8,57.925,23.8,367,76.57,15064,26281,27.3,6.8,12.12,3177,2813,5904,3517,15423.12,98,33,69,91,82,99,11
"Blount County, AL", AL,Blount County AL,210.8100636,13.1,0.221056,41.3,60.2,79.3,61.6,60.6,34,1008,76.16,57826,34976,16.3,6,15.16,3177,2889,9648,6015,21744.16,10,24,74,26,45,81,19
"Blount County, TN", TN,Blount County TN,345.3265014,9.2,0.158881,36.8,57,75.4,58.2,56.85,30.3,4065,77.37,133088,42991,10.5,8.1,13.01,3177,2813,7488,3774,17265.01,67,38,58,53,22,45,5
"Blue Earth County, MN", MN,Blue Earth County MN,242.6443658,11,0.189117,15,46.8,72.6,49.2,45.9,33.2,2181,81.02,67653,44383,15.2,7.5,14.39,3246,2696,7344,6705,20005.39,20,84,7,31,39,39,7
"Boise County, ID", ID,Boise County ID,220.7505519,11.5,0.144202,24.6,44.1,66.4,45.4,45.125,36.6,288,81.05,7831,43392,11.6,5.5,14.29,3792,2470,7356,6590,20222.29,18,87,7,13,44,43,26
"Bolivar County, MS", MS,Bolivar County MS,155.6580223,28.1,0.476531,41.2,62.6,82,64.2,62.5,29.4,1006,71.72,30628,38213,36.6,8.4,12.91,3177,2724,5916,5239,17068.91,73,17,99,60,60,67,4
"Bollinger County, MO", MO,Bollinger County MO,136.1088871,16.3,0.064642,33,56.5,77.6,57.6,56.175,23.6,304,76.52,12133,32454,14.5,9,13.57,3246,2681,6504,5856,18300.57,41,41,70,92,67,90,3
"Bon Homme County, SD", SD,Bon Homme County SD,151.7281133,15,0.219285,19.5,47.7,74.9,49.8,47.975,32.2,117,81.3,6901,38851,14.1,7.2,12.21,3246,2831,5844,3544,15477.21,97,76,4,39,61,64,9
"Bond County, IL", IL,Bond County IL,28.62049227,10.8,0.218284,29.1,54.6,77.2,56.4,54.325,33.3,512,78.87,16426,37653,13,6.3,13.13,3246,2862,6096,5177,17394.13,64,49,34,30,97,70,16
"Bonner County, ID", ID,Bonner County ID,100.7395759,12.6,0.120744,27.7,44.7,65.5,44.6,45.625,37.2,1592,79.37,45739,41209,12.6,10.7,14.27,3792,2470,7332,6584,20192.27,18,85,26,10,77,53,1
"Bonneville County, ID", ID,Bonneville County ID,186.9471804,9.7,0.280032,21.3,43.3,67.2,45.2,44.25,35.2,2347,79,119062,48287,9.3,7.3,13.62,3792,2470,6264,6294,18833.62,33,90,32,19,51,26,8
