county_name,State,county formatted,crime_rate_per_100000,PCTPOVALL_2020,diversity index,noaa/temp-jan,noaa/temp-apr,noaa/temp-jul,noaa/temp-oct,temp_avg,edu/some-college,bls/2020/unemployed,life-expectancy,population/2019,avg_income,poverty-rate,Unemployment_rate,cost-of-living/living_wage,cost-of-living/food_costs,cost-of-living/medical_costs,cost-of-living/housing_costs,cost-of-living/tax_costs,cost_sum,p_cost,p_temperature,p_life,p_edu,p_safe,p_wealth,p_employment
"Tooele County, UT", UT,Tooele County UT,238.6359896,5.7,0.28449,27.9,48.4,76.3,50.5,50.775,37.7,1667,78.21,72259,36836,5.3,3,14.35,3792,2694,8208,5658,20366.35,17,65,45,9,40,73,84
"Toole County, MT", MT,Toole County MT,222.4670289,15.8,0.212449,21,42.8,66,44,43.45,33.5,107,78.48,4736,45481,15.8,3.5,13.55,3792,2450,6012,6419,18686.55,34,92,40,29,43,35,73
"Toombs County, GA", GA,Toombs County GA,282.33051,22.2,0.545306,47.5,64.7,81.7,66.2,65.025,26.4,794,74.15,26830,35517,19.2,3,13.08,3177,2713,5892,5616,17411.08,63,9,92,80,31,79,84
"Torrance County, NM", NM,Torrance County NM,343.5770185,21.4,0.54178,31.5,48.5,70.4,51.4,50.45,32,511,76.82,15461,30245,21.6,5.4,13.87,3792,2982,6852,5718,19357.87,26,67,66,40,22,96,28
"Towner County, ND", ND,Towner County ND,172.6370306,9.8,0.125884,6.7,41.5,67.4,42.7,39.575,40.6,32,79.52,2189,53786,10.7,4.9,12.9,3246,2632,6936,4069,16895.9,77,98,24,2,55,13,37
"Towns County, GA", GA,Towns County GA,139.2628354,13.2,0.094772,36.6,55,72.9,56.9,55.35,30,256,78.24,12037,37858,12.7,3.7,13.77,3177,2713,7044,5903,18850.77,33,44,45,56,66,69,68
"Traill County, ND", ND,Traill County ND,24.25712553,7,0.122585,7.8,42.7,69.9,44.3,41.175,38.5,162,80.6,8036,51103,8,3.6,12.36,3246,2632,5988,3899,15777.36,96,96,10,7,97,19,71
"Transylvania County, NC", NC,Transylvania County NC,145.8833541,12.6,0.178003,36.1,53.8,71.1,54.6,53.9,29.6,868,80.33,34385,42070,13.1,4.6,13.48,3177,2728,6804,5540,18262.48,42,51,13,59,63,49,44
"Traverse County, MN", MN,Traverse County MN,87.08272859,11.6,0.154645,10.6,43.9,71.4,45.9,42.95,40.4,77,81.04,3259,61255,11.9,4.5,13.36,3246,2696,5652,6255,17862.36,51,93,7,3,82,6,46
"Travis County, TX", TX,Travis County TX,345.4200618,10.2,0.623218,49.6,67.4,83.9,69.5,67.6,22.9,46579,80.89,1273954,67504,10.8,4,15.42,3177,2760,11856,4473,22281.42,9,4,8,93,22,3,61
"Treasure County, MT", MT,Treasure County MT,222.4670289,12.5,0.140308,22.6,45.4,71,46,46.25,32.9,12,79.7,696,48415,12.2,2.9,13.95,3792,2450,6672,6593,19520.95,25,83,21,33,43,26,86
"Trego County, KS", KS,Trego County KS,100.6711409,10.4,0.081665,30,52.2,78.9,55.2,54.075,37.3,51,78.66,2803,50889,10.8,4.8,13.16,3246,2543,6288,5364,17454.16,60,50,38,10,77,19,39
"Trempealeau County, WI", WI,Trempealeau County WI,67.60868095,7.3,0.154716,15.7,46.6,70.9,47.6,45.2,32.4,1095,80.15,29649,44698,8.9,4.5,13.83,3246,2754,6720,6112,18845.83,33,86,15,37,87,37,46
"Treutlen County, GA", GA,Treutlen County GA,59.59475566,23.4,0.487881,48.4,64.9,81.6,66.5,65.35,20.5,163,75.09,6901,30119,31.6,4,13.23,3177,2713,6156,5682,17741.23,54,8,85,97,89,96,61
"Trigg County, KY", KY,Trigg County KY,132.9322046,16.7,0.215354,35.3,58.4,78.8,59.4,57.975,38.3,419,76.29,14651,36495,14.6,4,13.85,3177,3022,6936,5874,19022.85,30,33,73,7,67,75,61
"Trimble County, KY", KY,Trimble County KY,45.37205082,12.2,0.107444,32.4,54.9,77.2,57.4,55.475,22.4,256,76.32,8471,36565,11.9,2.9,14.11,3177,3022,7368,5980,19561.11,24,44,72,94,93,75,86
"Trinity County, CA", CA,Trinity County CA,156.1570494,18,0.300837,40.7,52.3,73.5,56.7,55.8,38,360,77.28,12285,40640,16.5,3.5,13.59,3792,2545,6912,5520,18782.59,33,42,59,8,60,56,73
"Trinity County, TX", TX,Trinity County TX,132.0086153,16.8,0.359469,47.3,64.9,81.9,66.6,65.175,34.3,429,74.4,14651,34514,17.9,3.1,12.8,3177,2760,7176,3714,16839.8,81,9,90,24,68,83,82
"Tripp County, SD", SD,Tripp County SD,109.1305929,19.3,0.302784,24,47.5,75.6,50.6,49.425,27.5,94,79.1,5441,49835,18.8,3.7,12.21,3246,2831,5844,3544,15477.21,97,71,31,73,75,22,68
"Troup County, GA", GA,Troup County GA,315.6995351,16.4,0.534138,44.3,61.9,79.2,62.6,62,29.3,2721,75.14,69922,36476,19.2,2.9,13.81,3177,2713,7116,5921,18940.81,31,19,84,61,26,75,86
"Trousdale County, TN", TN,Trousdale County TN,421.5636178,15.4,0.258959,36.6,57.5,78,59.2,57.825,32.3,328,73.84,11284,30090,15.8,4.3,14.84,3177,2813,10776,4307,21087.84,13,34,94,38,14,96,52
"Trumbull County, OH", OH,Trumbull County OH,234.9328141,15.8,0.223037,26.4,49,71.3,51.8,49.625,26.1,8857,77.38,197974,41363,15.4,3.6,12.76,3246,2720,5784,4862,16624.76,85,70,58,81,41,53,71
"Tucker County, WV", WV,Tucker County WV,129.1618829,13.8,0.049218,25.3,46.5,66.7,48.7,46.8,21.6,279,77.54,6839,41322,15.3,4,13.29,3177,2662,6672,5323,17847.29,52,81,56,96,69,53,61
"Tulare County, CA", CA,Tulare County CA,462.4094173,17.1,0.512942,43.3,55.2,76.6,60.7,58.95,30.7,26299,78.3,466195,40420,18.9,3.5,15.25,3792,2545,8520,7352,22224.25,9,29,44,50,11,57,73
"Tulsa County, OK", OK,Tulsa County OK,719.1412721,12.8,0.552901,36.7,59.6,81.6,60.8,59.675,32.2,21282,76.73,651552,62756,14.3,3.8,13.68,3177,2646,7164,5675,18675.68,34,27,67,39,2,5,66
"Tunica County, MS", MS,Tunica County MS,340.9090909,26.7,0.390752,40.5,62.6,82.2,63.6,62.225,33.2,682,70.93,9632,32425,28.1,3.6,14.19,3177,2724,8076,5744,19735.19,22,18,99,31,22,90,71
"Tuolumne County, CA", CA,Tuolumne County CA,194.8992093,12.1,0.319478,42,51.9,74.1,58.6,56.65,41.9,2084,79.28,54478,47838,11.3,3.8,15.13,3792,2545,8328,7304,21984.13,10,38,27,1,49,27,66
"Turner County, GA", GA,Turner County GA,590.1155643,22.2,0.537973,47.4,64.4,80.7,66.1,64.65,31.5,236,74.14,7985,34396,28,6.5,13.23,3177,2713,6156,5682,17741.23,54,10,92,44,5,83,14
"Turner County, SD", SD,Turner County SD,107.6426265,8.8,0.08533,16.8,47.3,73.7,48.3,46.525,34.6,183,80.28,8384,62019,10.1,5.2,12.96,3246,2831,7188,3762,17039.96,74,82,13,22,75,6,31
"Tuscaloosa County, AL", AL,Tuscaloosa County AL,432.2257134,14.4,0.498631,44.4,63,81.6,64.5,63.375,27.7,6749,75.8,209355,38822,16.2,3.5,14.55,3177,2889,8628,5776,20484.55,16,14,78,72,13,64,73
"Tuscarawas County, OH", OH,Tuscarawas County OH,48.55835635,11.6,0.09107,27.5,49.8,72.6,51.9,50.45,23.9,3372,78.87,91987,43358,11.2,3.6,12.86,3246,2720,5952,4897,16827.86,81,67,34,90,92,43,71
"Tuscola County, MI", MI,Tuscola County MI,165.8588725,11.4,0.118799,20.7,44.4,69.3,48.6,45.75,33.5,2395,78.08,52245,37979,11.6,4.4,12.55,3246,2594,5580,4752,16184.55,91,84,47,29,57,68,49
"Twiggs County, GA", GA,Twiggs County GA,153.2838109,20,0.520622,45.7,63.3,81.4,65.1,63.875,23.9,207,74.66,8120,39530,19,5.2,13.16,3177,2713,6024,5649,17576.16,58,13,89,90,61,61,31
"Twin Falls County, ID", ID,Twin Falls County ID,272.6465475,11.1,0.313449,29.1,47.9,72.1,49.9,49.75,39.3,2167,78.04,86878,39623,11,4,13.62,3792,2470,6264,6294,18833.62,33,70,48,5,33,61,61
"Tyler County, TX", TX,Tyler County TX,302.83265,18.9,0.35039,49.6,66.5,81.6,68,66.425,25.6,727,75.51,21672,32081,17.2,3.3,12.34,3177,2760,6348,3580,15877.34,93,6,81,84,28,91,78
"Tyler County, WV", WV,Tyler County WV,211.2284603,14.4,0.039485,28.7,50.8,72.6,52.3,51.1,24.6,328,76.6,8591,37336,15.4,3.8,12.65,3177,2662,5592,5079,16522.65,87,63,69,88,45,71,66
"Tyrrell County, NC", NC,Tyrrell County NC,121.6841081,20.8,0.576528,41.4,57.6,77.9,62,59.725,27,121,77.51,4016,30000,25.4,4.7,13.31,3177,2728,6516,5469,17903.31,49,27,56,76,71,96,41
"Uinta County, WY", WY,Uinta County WY,33.22889965,8.5,0.225552,21.4,40,65.9,43.7,42.75,35.2,582,77.38,20226,40280,8.5,3.9,12.45,3792,2570,6408,3611,16393.45,88,94,58,19,96,58,64
"Uintah County, UT", UT,Uintah County UT,253.1289551,10.8,0.313116,18.4,48.1,73.4,49,47.225,35,1228,77.99,35734,31563,11.1,3.7,13.83,3792,2694,7332,5453,19284.83,27,79,49,20,37,92,68
"Ulster County, NY", NY,Ulster County NY,154.697842,12.7,0.335713,22.2,44.8,68.2,48.8,46,28.6,6901,80.13,177573,50462,12,3.8,15.44,3690,2935,9504,6883,23027.44,8,84,15,66,60,20,66
"Umatilla County, OR", OR,Umatilla County OR,143.3785193,11.7,0.471531,34,49.8,70.8,50.5,51.275,36.7,2505,78.47,77950,39684,13.9,4.8,14.02,3792,2395,6540,6922,19663.02,23,62,41,12,64,60,39
"Unicoi County, TN", TN,Unicoi County TN,176.9715739,16.2,0.114507,36.8,55.4,74.8,57.6,56.15,30.8,586,74.98,17883,37423,15.8,5.8,12.56,3177,2813,6696,3645,16343.56,89,41,86,49,54,71,22
"Union County, AR", AR,Union County AR,604.5117216,16.9,0.512687,43,62.7,81.4,63.2,62.575,28.3,1297,73.64,38682,46474,18.9,6.5,13.62,3177,2633,6468,6244,18535.62,37,17,95,68,5,31,14
"Union County, FL", FL,Union County FL,257.6638478,20.7,0.446389,53.3,67.5,81.5,70.3,68.15,29.9,216,67.57,15237,22227,19.9,7.8,12.89,3177,2792,7308,3741,17030.89,75,3,100,57,36,99,6
"Union County, GA", GA,Union County GA,83.46471297,12.9,0.104035,36.8,54.3,73.3,56.2,55.15,32.5,458,78.44,24511,36581,11.6,3.4,13.34,3177,2713,6324,5724,17951.34,49,45,41,36,83,75,75
"Union County, IA", IA,Union County IA,150.9973774,12.1,0.096683,21,49.1,74.3,51.9,49.075,36.7,361,78.67,12241,40494,12.1,2.6,14.02,3246,2791,6744,6443,19238.02,28,72,37,12,62,56,91
"Union County, IL", IL,Union County IL,181.9939715,14,0.156119,33.4,57.1,77.5,58.2,56.55,31.2,582,76.4,16653,42760,17.2,6.9,12.76,3246,2862,5460,5029,16609.76,85,39,71,46,53,46,10
"Union County, IN", IN,Union County IN,142.2104786,10,0.074164,29,52.6,75.2,54.7,52.875,25.6,189,77.7,7054,38998,9.6,4.7,12.61,3246,2848,5652,4552,16310.61,90,55,53,84,64,63,41
"Union County, KY", KY,Union County KY,86.49943443,17.5,0.29477,33.9,57.3,79.2,59.2,57.4,31.1,377,75.23,14381,33736,17.3,4.1,12.92,3177,3022,5376,5490,17077.92,71,36,83,47,82,86,58
"Union County, MS", MS,Union County MS,21.61850544,13.5,0.351069,38.7,59.7,79.1,60.7,59.55,31.1,1006,76.15,28815,32242,13,5.7,12.9,3177,2724,5904,5236,17053.9,73,27,74,47,98,91,23
"Union County, NC", NC,Union County NC,236.8910865,7,0.428108,41.3,60.2,79.6,61.2,60.575,29.7,7247,79.02,239859,51326,7.3,4,15.93,3177,2728,10884,6544,23348.93,6,24,32,59,40,18,61
"Union County, NJ", NJ,Union County NJ,345.0942625,9.2,0.669656,31.2,52.2,76.1,55.4,53.725,21.8,27340,80.49,556341,68262,9.1,7.5,16.05,3690,2864,12408,5312,24290.05,4,52,11,96,22,3,7
"Union County, NM", NM,Union County NM,480.5491991,19,0.534597,32.5,50,72.2,52.5,51.8,23.4,84,77.62,4059,32620,20.3,4.9,13.64,3792,2982,6468,5628,18883.64,32,60,54,92,10,90,37
"Union County, OH", OH,Union County OH,24.38749859,5,0.157198,28,52.2,74.2,54.5,52.225,25.9,1706,79.08,58988,55470,5.4,5.1,14.11,3246,2720,8100,5340,19420.11,25,58,31,82,97,11,33
"Union County, OR", OR,Union County OR,148.1365975,12.6,0.192409,31.7,46.9,68.3,48.7,48.9,36,944,79.37,26835,40547,13.6,3.9,14.08,3792,2395,6636,6950,19787.08,22,73,26,16,63,56,64
"Union County, PA", PA,Union County PA,71.32190697,11.1,0.274271,26.2,49.8,72.4,51.4,49.95,21.8,1305,81.3,44923,41246,12,3.8,12.57,3690,2729,6960,3646,17037.57,74,69,4,96,86,53,66
"Union County, SC", SC,Union County SC,567.2493757,14.9,0.46879,41.8,61,79.9,61.1,60.95,29.9,1077,74.05,27316,32745,19.9,7.5,13.63,3177,2662,6276,6428,18556.63,36,23,93,57,6,89,7
"Union County, SD", SD,Union County SD,40.46125835,5.9,0.142792,17.3,47.3,73.6,49,46.8,32.5,434,80.72,15932,107497,6.3,5.6,12.45,3246,2831,6276,3614,15979.45,92,81,9,36,94,0,24
"Union County, TN", TN,Union County TN,324.5733431,16.9,0.062611,34.8,55.7,75,57,55.625,22.4,522,74.69,19972,31693,18.3,5.7,13.01,3177,2813,7488,3774,17265.01,67,43,88,94,24,92,23
"Union Parish, LA", LA,Union Parish LA,290.905836,26.7,0.457789,43.8,63.3,81.4,64.2,63.175,23.6,640,75.33,22108,38794,19.4,4.9,13.72,3177,3042,7152,5374,18758.72,33,15,83,92,29,64,37
"Upshur County, TX", TX,Upshur County TX,288.3361749,12.6,0.328709,44.1,62.3,81.5,64.1,63,34.3,1345,75.24,41753,36645,14.9,10.5,12.92,3177,2760,7392,3750,17091.92,71,16,83,24,30,74,1
"Upshur County, WV", WV,Upshur County WV,32.43462396,17.1,0.070358,29.6,50.8,71.2,52.2,50.95,19.5,924,76.91,24176,33261,17.5,2.8,13.36,3177,2662,6804,5353,18009.36,48,64,65,98,96,88,88
"Upson County, GA", GA,Upson County GA,180.6820748,15.2,0.459482,44.3,61.9,79.5,63.9,62.4,30.5,750,73.71,26320,35133,19.1,6.7,12.77,3177,2713,5376,5487,16765.77,82,18,95,52,53,80,12
"Upton County, TX", TX,Upton County TX,29.65599051,12.1,0.533817,44.6,65.4,82.2,65.8,64.5,24.7,103,76.37,3657,44545,13.8,4.1,12.34,3177,2760,6348,3580,15877.34,93,11,72,87,97,38,58
"Utah County, UT", UT,Utah County UT,71.39090871,7.8,0.287995,28,48.4,74.4,50.8,50.4,37.4,11774,80.75,636235,40919,9.7,5.5,14.63,3792,2694,8676,5767,20943.63,14,67,9,10,86,54,26
"Uvalde County, TX", TX,Uvalde County TX,393.6715442,19,0.431513,51.6,69.8,84.3,71.6,69.325,28.6,728,78.43,26741,39458,19.8,3.6,12.88,3177,2760,7308,3736,16993.88,75,2,41,66,16,61,71
"Val Verde County, TX", TX,Val Verde County TX,137.7948707,15.6,0.326671,49.6,69.7,85.2,69.9,68.6,25.4,1794,79.53,49025,36554,20.8,3.8,12.34,3177,2760,6348,3580,15877.34,93,3,24,84,66,75,66
"Valencia County, NM", NM,Valencia County NM,492.8949714,15.5,0.525894,35,54.4,77,55.9,55.575,32.9,2486,76.82,76688,33424,17.6,4.4,13.87,3792,2982,6852,5718,19357.87,26,43,66,33,10,87,49
"Valley County, ID", ID,Valley County ID,322.7149698,8.7,0.125654,21.6,39.5,62.8,42.3,41.55,37.6,448,81.84,11392,49630,8.8,3.7,14.1,3792,2470,7056,6509,19841.1,22,95,2,9,25,22,68
"Valley County, MT", MT,Valley County MT,157.2739187,13.4,0.256978,13.9,43.9,69.4,43.9,42.775,37.9,176,78.98,7396,46911,12.8,4.1,13.93,3792,2450,6648,6587,19490.93,25,93,33,8,59,30,58
"Valley County, NE", NE,Valley County NE,98.81473579,11.2,0.073968,24,48.8,73.8,49.9,49.125,33.9,60,80.53,4158,45713,10.4,4.9,12.89,3246,2783,5460,5385,16886.89,78,72,10,26,77,34,37
"Van Buren County, AR", AR,Van Buren County AR,253.9570045,16.4,0.122613,36,57.2,78,58.7,57.475,28,409,77.1,16545,31176,19.9,3.5,13.1,3177,2633,5616,6032,17471.1,60,35,62,70,37,93,73
"Van Buren County, IA", IA,Van Buren County IA,201.7213556,14.4,0.054998,24.8,52.9,76,54,51.925,35.8,170,78.65,7044,41378,12.8,5.5,13.55,3246,2791,5964,6243,18257.55,42,59,38,17,47,52,26
"Van Buren County, MI", MI,Van Buren County MI,282.2874561,14.1,0.316667,25.4,47,71.1,51.8,48.825,34.1,2903,77.69,75677,41123,13,3.7,13.36,3246,2594,6948,5057,17858.36,51,73,53,25,31,53,68
"Van Buren County, TN", TN,Van Buren County TN,232.8497224,16.1,0.062683,34.9,54.4,73.5,56.8,54.9,20.5,175,75.93,5872,30770,15.5,5.6,12.12,3177,2813,5904,3517,15423.12,98,46,76,97,41,94,24
"Van Wert County, OH", OH,Van Wert County OH,77.304192,7.4,0.100255,25,50,74.2,53,50.55,30.4,1038,78.82,28275,42638,8.5,5.3,13.02,3246,2720,6216,4951,17146.02,70,66,35,52,85,46,29
"Van Zandt County, TX", TX,Van Zandt County TX,186.7342467,12.9,0.271318,44.1,63.4,83.4,66.4,64.325,34.6,1601,76.08,56590,38200,13.6,6.5,12.6,3177,2760,6816,3656,16421.6,88,12,75,22,51,67,14
"Vance County, NC", NC,Vance County NC,522.2281735,21.3,0.566401,36.6,56.3,77.3,57.1,56.825,28.5,1731,74.8,44535,35105,18.5,5.5,12.78,3177,2728,5628,5250,16795.78,82,38,87,66,8,80,26
"Vanderburgh County, IN", IN,Vanderburgh County IN,309.2647107,14.6,0.272611,32.5,56.1,78,57.6,56.05,30.6,6559,77.18,181451,45893,14.4,5.2,13.27,3246,2848,6780,4789,17676.27,56,41,61,51,27,33,31
"Venango County, PA", PA,Venango County PA,127.9982192,14,0.077985,25.8,47.4,70.5,50.4,48.525,23.4,1968,77.96,50668,42223,12.5,8.9,12.45,3690,2729,6756,3613,16800.45,82,74,49,92,69,48,3
"Ventura County, CA", CA,Ventura County CA,198.1848932,9.1,0.596774,53.1,57.2,67.9,62.4,60.15,32.1,34964,81.71,846006,61712,8.2,6.6,19.25,3792,2545,15192,9015,30563.25,1,25,3,39,48,6,13
"Vermilion County, IL", IL,Vermilion County IL,565.1757149,18.6,0.347296,25.7,52.5,75,54.5,51.925,32.5,2871,76.19,75758,39481,16.8,5.8,12.95,3246,2862,5784,5104,17008.95,75,59,74,36,6,61,22
"Vermilion Parish, LA", LA,Vermilion Parish LA,383.1029653,15.4,0.358659,51.1,67.5,82.2,70,67.7,22.4,1753,76.52,59511,39042,17,6.6,13.49,3177,3042,6756,5287,18275.49,42,4,70,94,18,63,13
"Vermillion County, IN", IN,Vermillion County IN,132.2584708,11.9,0.054973,26.4,52.1,74.7,54.5,51.925,33.4,496,75.83,15498,39411,12.2,7.8,12.91,3246,2848,6156,4658,16920.91,77,59,78,30,68,61,6
"Vernon County, MO", MO,Vernon County MO,410.5207886,15,0.106156,32.4,57,79.8,58.7,56.975,29,411,76.11,20563,35930,17.1,5.6,12.88,3246,2681,5352,5569,16860.88,80,37,74,63,15,77,24
"Vernon County, WI", WI,Vernon County WI,49.45761482,11.9,0.066452,16.7,46.8,71.4,48.6,45.875,29.3,777,80.02,30822,40356,14.1,6.2,13.38,3246,2754,5964,5920,17897.38,50,84,17,61,92,57,17
"Vernon Parish, LA", LA,Vernon Parish LA,222.4080903,16.1,0.472444,48.2,65.9,81.8,67,65.725,29,1118,75.98,47429,40729,15.3,4.3,14.66,3177,3042,8748,5723,20704.66,15,7,76,63,44,55,52
"Victoria County, TX", TX,Victoria County TX,543.1643489,16.5,0.575256,53.8,69.8,84.3,72.5,70.1,33,3411,78.05,92084,46142,14.3,5,13.53,3177,2760,8484,3927,18361.53,40,2,48,33,7,32,34
"Vigo County, IN", IN,Vigo County IN,229.012568,20.7,0.252152,28.2,53.8,75.8,54.9,53.175,31.2,3616,76.45,107038,38970,20.8,6,12.91,3246,2848,6156,4658,16920.91,77,54,71,46,42,63,19
"Vilas County, WI", WI,Vilas County WI,32.75926619,9.7,0.247636,11.5,40.1,66.4,43.4,40.35,34.7,741,79.59,22195,53983,11.2,6.3,13.83,3246,2754,6720,6112,18845.83,33,97,23,22,96,13,16
"Vinton County, OH", OH,Vinton County OH,105.4534498,16.1,0.058847,29.3,52.6,73.6,53.3,52.2,24.2,517,75.27,13085,33120,18.7,7,13.01,3246,2720,6204,4949,17132.01,70,58,83,89,76,88,10
"Virginia Beach city, VA", VA,Virginia Beach City VA,167.4548864,8.1,0.546513,41.1,57.8,79,62.6,60.125,36.5,14331,79.89,449974,58308,7.3,6.6,16.33,3177,2866,11424,6693,24176.33,4,26,18,13,57,9,13
"Volusia County, FL", FL,Volusia County FL,431.3099042,11.6,0.420775,57.4,69,81.5,73.9,70.45,35,18975,77.49,553284,42374,13.1,7.9,13.84,3177,2792,9000,4015,18997.84,30,1,56,20,13,48,6
"Wabash County, IL", IL,Wabash County IL,205.7436777,11.7,0.079857,31.3,55.9,77.8,57.3,55.575,41.7,476,78.37,11520,43571,13.5,7.6,12.91,3246,2862,5712,5087,16919.91,77,43,42,1,46,42,7
"Wabash County, IN", IN,Wabash County IN,12.36170344,10.6,0.098671,24.4,49.2,72.6,52.3,49.625,28,884,77.87,30996,43820,10.9,6.1,12.84,3246,2848,6048,4635,16789.84,82,70,50,70,99,41,18
"Wabasha County, MN", MN,Wabasha County MN,41.97173903,6.1,0.09269,14.4,45.8,71.3,47.5,44.75,36.7,659,81.65,21627,48724,8.4,5,13.62,3246,2696,6084,6370,18409.62,39,88,3,12,94,25,34
"Wabaunsee County, KS", KS,Wabaunsee County KS,141.8238548,8.5,0.127857,26.7,52.2,77.1,54.6,52.65,36.3,155,79.1,6931,50534,6.9,6.3,13.63,3246,2543,7080,5544,18426.63,38,56,31,14,65,20,16
"Wadena County, MN", MN,Wadena County MN,108.6641553,11.2,0.09872,6.8,41.2,67.6,42.6,39.55,39.7,460,78.83,13682,39746,12.5,6.4,13.36,3246,2696,5652,6255,17862.36,51,98,35,4,75,60,15
"Wagoner County, OK", OK,Wagoner County OK,244.3857332,10.2,0.451123,38.9,61.2,82.8,63,61.475,34.5,2217,77.67,81289,39550,8.2,5,13.68,3177,2646,7164,5675,18675.68,34,21,53,23,39,61,34
"Wahkiakum County, WA", WA,Wahkiakum County WA,74.22068283,10.7,0.169233,41.9,48.7,62.3,51.7,51.15,42.7,124,78.93,4488,42423,10.8,5.4,12.17,3792,2206,6276,3531,15817.17,95,63,33,0,85,47,28
"Wake County, NC", NC,Wake County NC,248.0783423,7.4,0.56412,40.1,59.3,79,60.3,59.675,25.1,37598,80.89,1111761,59014,8,6.7,16.32,3177,2728,11544,6706,24171.32,5,27,8,86,38,8,12
"Wakulla County, FL", FL,Wakulla County FL,296.563729,10.3,0.354523,50,66.4,81.8,69.6,66.95,33.2,669,76.41,33739,37026,12,5.2,12.89,3177,2792,7296,3739,17016.89,75,5,71,31,29,73,31
"Waldo County, ME", ME,Waldo County ME,53.92912173,11.6,0.074163,19.4,41.7,66.4,47.4,43.725,28.6,1028,79.34,39715,40912,13.7,6.6,15.12,3690,2634,8484,7528,22351.12,9,91,26,66,90,55,13
"Walker County, AL", AL,Walker County AL,443.9528471,16.4,0.192607,40.8,60,79.3,61.1,60.3,33,1446,71.57,63521,40197,17.3,4.6,13.46,3177,2889,6792,5347,18218.46,44,25,99,33,12,58,44
"Walker County, GA", GA,Walker County GA,218.4814804,14.1,0.15662,38.8,58.2,77.4,60,58.6,30.1,1495,74.85,69761,32826,14.7,6,13.85,3177,2713,7188,5939,19030.85,30,31,87,55,44,89,19
"Walker County, TX", TX,Walker County TX,392.3449148,18,0.58408,50.1,67.6,83.6,69.4,67.675,25.4,1742,77.26,72971,28016,21.4,4.5,12.71,3177,2760,7020,3689,16658.71,84,4,59,84,17,98,46
"Walla Walla County, WA", WA,Walla Walla County WA,233.4957164,12.9,0.423472,35.2,52.1,73.6,52.4,53.325,38.6,2069,79.8,60760,46144,12.7,7,13.22,3792,2206,8160,3836,18007.22,48,53,20,6,41,32,10
"Wallace County, KS", KS,Wallace County KS,127.4697259,12.5,0.16622,29.6,49.5,76.1,52.9,52.025,36.4,18,79.47,1518,56954,12.1,5.3,13.16,3246,2543,6288,5364,17454.16,60,59,25,14,69,10,29
"Waller County, TX", TX,Waller County TX,225.5988322,12.6,0.655844,50.3,67.6,82.9,70.3,67.775,28.9,1846,77.95,55246,39995,13.2,3.6,14.33,3177,2760,9912,4158,20021.33,19,3,49,64,43,59,71
"Wallowa County, OR", OR,Wallowa County OR,29.35133549,11.6,0.118863,26.6,43.7,64.4,45.6,45.075,38.1,246,80.42,7208,45099,12.3,6.1,13.87,3792,2395,6312,6854,19366.87,26,87,12,8,97,36,18
"Walsh County, ND", ND,Walsh County ND,198.1268012,10.6,0.24821,8.5,43.9,70.8,45.2,42.1,35.2,233,79.14,10641,48945,11.7,6.7,12.98,3246,2632,7092,4097,17079.98,71,95,30,19,48,24,12
"Walthall County, MS", MS,Walthall County MS,133.949501,23.5,0.525554,48.3,64.9,81.2,67.2,65.4,23.5,422,74.59,14286,31757,21.7,6.1,12.9,3177,2724,5904,5236,17053.9,73,8,89,92,67,92,18
"Walton County, FL", FL,Walton County FL,361.1617369,11.4,0.284614,49.7,65.7,81.9,67.9,66.3,32.1,1887,77.25,74071,59728,10.8,4.6,13.85,3177,2792,9012,4017,19011.85,30,6,60,39,20,7,44
"Walton County, GA", GA,Walton County GA,299.6944749,11.4,0.379201,42.1,59.8,78.9,61.7,60.625,29.1,2441,76.6,94593,40458,10.8,10.3,16.72,3177,2713,11952,7126,24984.72,3,24,69,63,28,56,1
"Walworth County, SD", SD,Walworth County SD,181.0282404,15,0.319845,15.3,45.1,72.9,47,45.075,27.1,131,78.14,5435,45924,15.1,7.7,12.21,3246,2831,5844,3544,15477.21,97,87,46,75,53,33,6
"Walworth County, WI", WI,Walworth County WI,117.5384914,8.3,0.249824,22,48.7,73.8,52,49.125,30.8,3416,79.57,103868,50023,9.5,4.1,14.02,3246,2754,7032,6191,19237.02,28,72,23,49,72,21,58
"Wapello County, IA", IA,Wapello County IA,228.8717471,15.5,0.253317,22.5,50.9,75,52.4,50.2,34.4,1035,77.67,34969,39002,14.2,6.2,13.55,3246,2791,5964,6243,18257.55,42,68,53,23,42,63,17
"Ward County, ND", ND,Ward County ND,182.3797617,8.9,0.257119,10.6,42.4,68.9,43.2,41.275,34.4,1899,79.71,67641,55214,9,6.9,13.24,3246,2632,7548,4178,17617.24,57,96,21,23,53,12,10
"Ward County, TX", TX,Ward County TX,515.8306652,9.8,0.554663,44.4,65.2,83.3,65.8,64.675,29.9,582,76.16,11998,49916,12.4,4.5,12.46,3177,2760,6564,3615,16128.46,91,10,74,57,8,22,46
"Ware County, GA", GA,Ware County GA,408.8605114,26,0.495272,50.8,66.4,82.1,68.4,66.925,27,852,74.22,35734,33906,26.3,4.5,12.59,3177,2713,5088,5416,16406.59,88,5,92,76,15,85,46
"Warren County, GA", GA,Warren County GA,629.7229219,23.4,0.494816,43.3,60.8,79.8,62.6,61.625,21.1,179,74.26,5254,34598,26.5,3.4,13.08,3177,2713,5892,5616,17411.08,63,20,91,97,4,83,75
